"report_date","asin","cost","clicks","impressions"
"2021-07-19","C00VW4SYQ0","2.37",6,887
"2021-07-20","C00VW4SYQ0","1.52",4,2311
"2021-07-20","C00VW4SYQ0","0.49",2,397
"2021-07-20","C00VW4SYQ0","0.43",2,419
"2021-07-21","C00VW4SYQ0","0.96",3,3394
"2021-07-21","C00VW4SYQ0","2.55",6,965
"2021-07-21","C00VW4SYQ0","3.18",8,918
"2021-07-22","C00VW4SYQ0","0.53",2,2490
"2021-07-22","C00VW4SYQ0","0.19",1,12
"2021-07-22","C00VW4SYQ0","1.77",5,345
"2021-07-23","C00VW4SYQ0","1.07",4,1932
"2021-07-23","C00VW4SYQ0","0.23",1,273
"2021-07-23","C00VW4SYQ0","2.25",5,227
"2021-07-24","C00VW4SYQ0","0.95",3,2638
"2021-07-24","C00VW4SYQ0","0.19",1,338
"2021-07-24","C00VW4SYQ0","7.69",17,284
"2021-07-25","C00VW4SYQ0","1.33",4,405
"2021-07-26","C00VW4SYQ0","2.43",6,2624
"2021-07-26","C00VW4SYQ0","5.70",12,464
"2021-07-27","C00VW4SYQ0","0.29",1,28
"2021-07-27","C00VW4SYQ0","5.03",11,208
"2021-07-27","C00VW4SYQ0","0.75",2,48
"2021-07-28","C00VW4SYQ0","3.36",8,108
"2021-07-28","C00VW4SYQ0","4.98",10,212
"2021-07-28","C00VW4SYQ0","0.78",2,2557
"2021-07-29","C00VW4SYQ0","6.67",16,282
"2021-07-29","C00VW4SYQ0","6.46",10,994
"2021-07-29","C00VW4SYQ0","8.37",11,592
"2021-07-29","C00VW4SYQ0","4.94",11,6403
"2021-07-30","C00VW4SYQ0","9.38",16,423
"2021-07-30","C00VW4SYQ0","0.85",2,812
"2021-07-30","C00VW4SYQ0","5.17",7,481
"2021-07-30","C00VW4SYQ0","3.05",8,4458
"2021-07-31","C00VW4SYQ0","10.15",19,384
"2021-07-31","C00VW4SYQ0","1.23",2,830
"2021-07-31","C00VW4SYQ0","9.94",13,474
"2021-07-31","C00VW4SYQ0","2.06",7,3677
"2021-08-01","C00VW4SYQ0","4.31",10,204
"2021-08-01","C00VW4SYQ0","3.48",6,747
"2021-08-01","C00VW4SYQ0","6.17",8,1842
"2021-08-01","C00VW4SYQ0","4.25",12,3146
"2021-08-02","C00VW4SYQ0","4.28",8,232
"2021-08-02","C00VW4SYQ0","6.07",9,995
"2021-08-02","C00VW4SYQ0","7.87",11,1552
"2021-08-02","C00VW4SYQ0","4.34",13,3959
"2021-08-03","C00VW4SYQ0","6.67",17,1215
"2021-08-03","C00VW4SYQ0","3.20",6,1206
"2021-08-03","C00VW4SYQ0","1.86",2,225
"2021-08-03","C00VW4SYQ0","1.69",4,2884
"2021-08-04","C00VW4SYQ0","3.33",9,748
"2021-08-04","C00VW4SYQ0","0.62",2,186
"2021-08-04","C00VW4SYQ0","0.85",4,1450
"2021-08-05","C00VW4SYQ0","7.13",16,815
"2021-08-05","C00VW4SYQ0","4.90",8,416
"2021-08-05","C00VW4SYQ0","6.10",9,526
"2021-08-05","C00VW4SYQ0","0.70",3,4321
"2021-08-06","C00VW4SYQ0","7.33",19,675
"2021-08-06","C00VW4SYQ0","1.45",4,207
"2021-08-06","C00VW4SYQ0","0.83",2,207
"2021-08-06","C00VW4SYQ0","0.39",1,1812
"2021-08-07","C00VW4SYQ0","8.12",14,573
"2021-08-07","C00VW4SYQ0","2.11",5,218
"2021-08-07","C00VW4SYQ0","1.63",5,311
"2021-08-07","C00VW4SYQ0","0.24",1,158
"2021-08-08","C00VW4SYQ0","4.55",14,944
"2021-08-08","C00VW4SYQ0","1.46",4,311
"2021-08-08","C00VW4SYQ0","1.95",6,577
"2021-08-08","C00VW4SYQ0","0.51",3,149
"2021-08-09","C00VW4SYQ0","4.91",13,837
"2021-08-09","C00VW4SYQ0","0.63",3,309
"2021-08-09","C00VW4SYQ0","1.84",4,723
"2021-08-10","C00VW4SYQ0","8.67",19,1352
"2021-08-10","C00VW4SYQ0","1.21",2,246
"2021-08-10","C00VW4SYQ0","2.10",4,816
"2021-08-11","C00VW4SYQ0","5.86",19,1075
"2021-08-11","C00VW4SYQ0","1.35",2,189
"2021-08-11","C00VW4SYQ0","3.13",10,758
"2021-08-11","C00VW4SYQ0","0.19",1,112
"2021-08-12","C00VW4SYQ0","7.12",19,950
"2021-08-12","C00VW4SYQ0","0.97",2,212
"2021-08-12","C00VW4SYQ0","0.99",1,784
"2021-08-13","C00VW4SYQ0","6.99",17,424
"2021-08-13","C00VW4SYQ0","0.62",1,89
"2021-08-13","C00VW4SYQ0","0.66",2,461
"2021-08-14","C00VW4SYQ0","3.12",11,427
"2021-08-14","C00VW4SYQ0","0.14",1,249
"2021-08-15","C00VW4SYQ0","11.62",24,1164
"2021-08-15","C00VW4SYQ0","1.52",4,497
"2021-08-15","C00VW4SYQ0","3.43",9,379
"2021-08-15","C00VW4SYQ0","0.23",1,97
"2021-08-16","C00VW4SYQ0","6.13",19,651
"2021-08-16","C00VW4SYQ0","0.17",1,257
"2021-08-16","C00VW4SYQ0","0.19",1,207
"2021-08-17","C00VW4SYQ0","8.25",17,1567
"2021-08-17","C00VW4SYQ0","0.39",1,306
"2021-08-17","C00VW4SYQ0","1.79",4,274
"2021-08-18","C00VW4SYQ0","3.73",14,1198
"2021-08-18","C00VW4SYQ0","0.61",2,218
"2021-08-18","C00VW4SYQ0","1.83",4,440
"2021-08-19","C00VW4SYQ0","6.62",14,1357
"2021-08-19","C00VW4SYQ0","1.56",5,378
"2021-08-19","C00VW4SYQ0","3.35",10,491
"2021-08-20","C00VW4SYQ0","3.77",12,670
"2021-08-20","C00VW4SYQ0","0.34",1,120
"2021-08-21","C00VW4SYQ0","2.62",6,1057
"2021-08-21","C00VW4SYQ0","0.36",2,245
"2021-08-21","C00VW4SYQ0","1.43",3,874
"2021-08-22","C00VW4SYQ0","8.43",24,1384
"2021-08-22","C00VW4SYQ0","2.90",5,1028
"2021-08-22","C00VW4SYQ0","0.90",4,216
"2021-08-23","C00VW4SYQ0","3.86",16,635
"2021-08-23","C00VW4SYQ0","0.27",1,94
"2021-08-23","C00VW4SYQ0","1.25",1,658
"2021-08-23","C00VW4SYQ0","0.19",1,168
"2021-08-24","C00VW4SYQ0","1.33",3,560
"2021-08-24","C00VW4SYQ0","0.64",1,109
"2021-08-24","C00VW4SYQ0","1.87",7,827
"2021-08-24","C00VW4SYQ0","0.37",2,91
"2021-08-25","C00VW4SYQ0","5.57",13,579
"2021-08-25","C00VW4SYQ0","0.71",2,582
"2021-08-26","C00VW4SYQ0","1.03",2,12
"2021-08-26","C00VW4SYQ0","0.95",2,105
"2021-08-26","C00VW4SYQ0","1.20",5,79
"2021-08-27","C00VW4SYQ0","0.71",3,277
"2021-08-27","C00VW4SYQ0","0.44",1,139
"2021-08-27","C00VW4SYQ0","4.24",11,573
"2021-08-28","C00VW4SYQ0","4.54",8,158
"2021-08-28","C00VW4SYQ0","1.22",3,159
"2021-08-29","C00VW4SYQ0","0.24",1,100
"2021-08-29","C00VW4SYQ0","3.67",8,383
"2021-08-29","C00VW4SYQ0","2.93",6,601
"2021-08-30","C00VW4SYQ0","3.02",8,253
"2021-08-31","C00VW4SYQ0","0.18",1,113
"2021-08-31","C00VW4SYQ0","5.57",14,233
"2021-08-31","C00VW4SYQ0","0.35",1,63
"2021-08-31","C00VW4SYQ0","2.29",5,308
"2021-09-01","C00VW4SYQ0","0.43",2,75
"2021-09-01","C00VW4SYQ0","2.06",5,68
"2021-09-03","C00VW4SYQ0","2.09",5,24
"2021-09-04","C00VW4SYQ0","3.42",8,126
"2021-09-04","C00VW4SYQ0","0.58",2,26
"2021-09-05","C00VW4SYQ0","1.02",2,96
"2021-09-05","C00VW4SYQ0","1.14",3,17
"2021-09-06","C00VW4SYQ0","0.05",1,64
"2021-09-06","C00VW4SYQ0","0.39",1,155
"2021-09-06","C00VW4SYQ0","4.16",8,84
"2021-09-07","C00VW4SYQ0","0.58",2,156
"2021-09-07","C00VW4SYQ0","6.01",14,73
"2021-09-08","C00VW4SYQ0","3.32",7,159
"2021-09-08","C00VW4SYQ0","0.44",1,23
"2021-09-09","C00VW4SYQ0","0.15",1,53
"2021-09-09","C00VW4SYQ0","4.38",11,232
"2021-09-09","C00VW4SYQ0","0.35",1,48
"2021-09-10","C00VW4SYQ0","4.85",13,255
"2021-09-11","C00VW4SYQ0","0.23",1,86
"2021-09-11","C00VW4SYQ0","4.31",8,360
"2021-09-11","C00VW4SYQ0","0.58",2,44
"2021-09-12","C00VW4SYQ0","7.89",16,334
"2021-09-13","C00VW4SYQ0","2.21",7,183
"2021-09-14","C00VW4SYQ0","3.89",8,520
"2021-09-15","C00VW4SYQ0","5.57",10,529
"2021-09-15","C00VW4SYQ0","0.44",1,64
"2021-09-15","C00VW4SYQ0","0.42",1,33
"2021-09-16","C00VW4SYQ0","1.17",2,77
"2021-09-17","C00VW4SYQ0","6.12",13,825
"2021-09-17","C00VW4SYQ0","0.85",2,392
"2021-09-18","C00VW4SYQ0","0.19",1,68
"2021-09-18","C00VW4SYQ0","4.42",10,348
"2021-09-18","C00VW4SYQ0","2.17",4,106
"2021-09-19","C00VW4SYQ0","0.44",2,93
"2021-09-19","C00VW4SYQ0","2.27",7,204
"2021-09-19","C00VW4SYQ0","1.94",4,11
"2021-09-20","C00VW4SYQ0","0.25",1,176
"2021-09-20","C00VW4SYQ0","2.75",8,746
"2021-09-20","C00VW4SYQ0","0.49",1,97
"2021-09-20","C00VW4SYQ0","3.28",6,150
"2021-09-21","C00VW4SYQ0","0.30",1,426
"2021-09-21","C00VW4SYQ0","7.43",11,1662
"2021-09-21","C00VW4SYQ0","0.76",2,668
"2021-09-21","C00VW4SYQ0","10.29",22,1487
"2021-09-22","C00VW4SYQ0","6.82",14,1091
"2021-09-22","C00VW4SYQ0","2.42",5,412
"2021-09-22","C00VW4SYQ0","2.17",6,957
"2021-09-23","C00VW4SYQ0","1.89",5,692
"2021-09-23","C00VW4SYQ0","30.43",39,2832
"2021-09-23","C00VW4SYQ0","1.12",4,773
"2021-09-23","C00VW4SYQ0","6.27",12,2286
"2021-09-24","C00VW4SYQ0","0.46",2,434
"2021-09-24","C00VW4SYQ0","11.89",25,1890
"2021-09-24","C00VW4SYQ0","0.75",2,361
"2021-09-24","C00VW4SYQ0","4.16",7,1125
"2021-09-25","C00VW4SYQ0","0.61",2,570
"2021-09-25","C00VW4SYQ0","11.92",25,1889
"2021-09-25","C00VW4SYQ0","1.78",5,737
"2021-09-25","C00VW4SYQ0","5.17",13,1504
"2021-09-26","C00VW4SYQ0","0.31",1,686
"2021-09-26","C00VW4SYQ0","30.79",52,2469
"2021-09-26","C00VW4SYQ0","3.53",7,831
"2021-09-26","C00VW4SYQ0","7.64",14,1817
"2021-09-27","C00VW4SYQ0","18.27",37,1404
"2021-09-27","C00VW4SYQ0","3.10",5,739
"2021-09-27","C00VW4SYQ0","4.15",9,1302
"2021-09-28","C00VW4SYQ0","0.22",2,192
"2021-09-28","C00VW4SYQ0","12.01",27,1429
"2021-09-28","C00VW4SYQ0","1.45",4,449
"2021-09-28","C00VW4SYQ0","4.98",11,1092
"2021-09-29","C00VW4SYQ0","0.22",1,115
"2021-09-29","C00VW4SYQ0","11.25",24,1446
"2021-09-29","C00VW4SYQ0","2.90",5,453
"2021-09-29","C00VW4SYQ0","3.49",9,1239
"2021-09-30","C00VW4SYQ0","0.19",1,123
"2021-09-30","C00VW4SYQ0","5.20",10,782
"2021-09-30","C00VW4SYQ0","1.72",5,972
"2021-09-30","C00VW4SYQ0","2.40",5,235
"2021-10-01","C00VW4SYQ0","0.24",1,160
"2021-10-01","C00VW4SYQ0","11.38",23,1683
"2021-10-01","C00VW4SYQ0","1.06",3,618
"2021-10-01","C00VW4SYQ0","2.63",5,1128
"2021-10-02","C00VW4SYQ0","0.21",1,204
"2021-10-02","C00VW4SYQ0","10.86",20,1317
"2021-10-02","C00VW4SYQ0","1.87",4,1021
"2021-10-02","C00VW4SYQ0","3.56",5,1219
"2021-10-03","C00VW4SYQ0","0.67",3,265
"2021-10-03","C00VW4SYQ0","5.43",12,1928
"2021-10-03","C00VW4SYQ0","3.90",10,1416
"2021-10-03","C00VW4SYQ0","6.05",14,876
"2021-10-04","C00VW4SYQ0","0.21",1,157
"2021-10-04","C00VW4SYQ0","0.29",1,1497
"2021-10-04","C00VW4SYQ0","0.00",0,1100
"2021-10-19","C00VW4SYQ0","0.21",1,73
"2021-10-19","C00VW4SYQ0","0.40",1,387
"2021-10-19","C00VW4SYQ0","1.81",4,730
"2021-10-20","C00VW4SYQ0","1.88",5,1016
"2021-10-20","C00VW4SYQ0","17.10",25,1944
"2021-10-20","C00VW4SYQ0","8.63",16,2225
"2021-10-20","C00VW4SYQ0","4.26",5,1570
"2021-10-21","C00VW4SYQ0","0.19",1,81
"2021-10-21","C00VW4SYQ0","5.52",6,268
"2021-10-21","C00VW4SYQ0","5.24",5,285
"2021-10-21","C00VW4SYQ0","19.72",28,3124
"2021-10-21","C00VW4SYQ0","0.28",1,292
"2021-10-21","C00VW4SYQ0","0.56",1,159
"2021-10-21","C00VW4SYQ0","3.90",10,2061
"2021-10-22","C00VW4SYQ0","11.82",15,1207
"2021-10-22","C00VW4SYQ0","11.88",17,2624
"2021-10-22","C00VW4SYQ0","8.73",13,3390
"2021-10-23","C00VW4SYQ0","10.20",12,2017
"2021-10-23","C00VW4SYQ0","30.36",20,635
"2021-10-23","C00VW4SYQ0","18.85",29,1799
"2021-10-23","C00VW4SYQ0","2.76",7,1187
"2021-10-23","C00VW4SYQ0","10.45",17,4364
"2021-10-24","C00VW4SYQ0","33.14",45,2646
"2021-10-24","C00VW4SYQ0","19.42",14,528
"2021-10-24","C00VW4SYQ0","23.28",34,3751
"2021-10-24","C00VW4SYQ0","4.24",9,3395
"2021-10-24","C00VW4SYQ0","20.21",32,6517
"2021-10-25","C00VW4SYQ0","27.85",36,3092
"2021-10-25","C00VW4SYQ0","9.08",7,299
"2021-10-25","C00VW4SYQ0","18.32",23,3582
"2021-10-25","C00VW4SYQ0","5.66",13,2607
"2021-10-25","C00VW4SYQ0","12.56",22,5535
"2021-10-26","C00VW4SYQ0","36.69",53,2850
"2021-10-26","C00VW4SYQ0","17.36",23,3650
"2021-10-26","C00VW4SYQ0","1.71",4,2436
"2021-10-26","C00VW4SYQ0","16.77",28,6695
"2021-10-27","C00VW4SYQ0","27.55",30,3311
"2021-10-27","C00VW4SYQ0","3.81",3,64
"2021-10-27","C00VW4SYQ0","22.09",32,4792
"2021-10-27","C00VW4SYQ0","5.86",12,3160
"2021-10-27","C00VW4SYQ0","15.43",28,6152
"2021-10-28","C00VW4SYQ0","34.53",47,3543
"2021-10-28","C00VW4SYQ0","5.14",3,45
"2021-10-28","C00VW4SYQ0","16.69",26,3581
"2021-10-28","C00VW4SYQ0","6.41",13,2702
"2021-10-28","C00VW4SYQ0","24.23",38,4621
"2021-10-29","C00VW4SYQ0","48.21",63,2952
"2021-10-29","C00VW4SYQ0","5.19",4,94
"2021-10-29","C00VW4SYQ0","6.82",8,2154
"2021-10-29","C00VW4SYQ0","3.88",8,1700
"2021-10-29","C00VW4SYQ0","17.21",28,3604
"2021-10-30","C00VW4SYQ0","48.16",60,2871
"2021-10-30","C00VW4SYQ0","2.01",2,92
"2021-10-30","C00VW4SYQ0","8.88",11,3227
"2021-10-30","C00VW4SYQ0","2.36",5,1423
"2021-10-30","C00VW4SYQ0","15.54",21,4595
"2021-10-31","C00VW4SYQ0","45.71",50,3327
"2021-10-31","C00VW4SYQ0","3.93",3,213
"2021-10-31","C00VW4SYQ0","24.95",29,3438
"2021-10-31","C00VW4SYQ0","3.18",7,1358
"2021-10-31","C00VW4SYQ0","26.18",39,4580
"2021-11-01","C00VW4SYQ0","45.39",60,3611
"2021-11-01","C00VW4SYQ0","2.87",3,286
"2021-11-01","C00VW4SYQ0","14.18",24,2879
"2021-11-01","C00VW4SYQ0","1.23",3,1041
"2021-11-01","C00VW4SYQ0","19.88",33,3877
"2021-11-02","C00VW4SYQ0","15.56",25,1989
"2021-11-02","C00VW4SYQ0","3.29",3,161
"2021-11-02","C00VW4SYQ0","7.28",11,744
"2021-11-02","C00VW4SYQ0","0.40",1,378
"2021-11-02","C00VW4SYQ0","10.13",17,1537
"2021-11-03","C00VW4SYQ0","16.06",45,2198
"2021-11-03","C00VW4SYQ0","3.30",3,75
"2021-11-03","C00VW4SYQ0","26.24",34,2578
"2021-11-03","C00VW4SYQ0","2.59",6,1173
"2021-11-03","C00VW4SYQ0","17.69",27,2571
"2021-11-04","C00VW4SYQ0","25.43",48,3318
"2021-11-04","C00VW4SYQ0","3.95",4,75
"2021-11-04","C00VW4SYQ0","17.25",24,1820
"2021-11-04","C00VW4SYQ0","0.35",1,606
"2021-11-04","C00VW4SYQ0","14.81",22,2197
"2021-11-05","C00VW4SYQ0","31.67",38,3213
"2021-11-05","C00VW4SYQ0","2.28",2,140
"2021-11-05","C00VW4SYQ0","20.49",22,2290
"2021-11-05","C00VW4SYQ0","1.38",3,768
"2021-11-05","C00VW4SYQ0","11.89",19,2231
"2021-11-06","C00VW4SYQ0","22.52",26,3205
"2021-11-06","C00VW4SYQ0","0.97",1,90
"2021-11-06","C00VW4SYQ0","16.71",22,2081
"2021-11-06","C00VW4SYQ0","0.58",2,520
"2021-11-06","C00VW4SYQ0","20.44",34,2127
"2021-11-07","C00VW4SYQ0","28.21",49,4001
"2021-11-07","C00VW4SYQ0","1.62",2,127
"2021-11-07","C00VW4SYQ0","19.18",38,2033
"2021-11-07","C00VW4SYQ0","1.54",4,685
"2021-11-07","C00VW4SYQ0","16.96",28,2630
"2021-11-08","C00VW4SYQ0","17.17",31,2658
"2021-11-08","C00VW4SYQ0","1.04",1,122
"2021-11-08","C00VW4SYQ0","13.20",20,741
"2021-11-08","C00VW4SYQ0","0.39",1,421
"2021-11-08","C00VW4SYQ0","11.85",18,1977
"2021-11-09","C00VW4SYQ0","24.37",45,2698
"2021-11-09","C00VW4SYQ0","3.89",3,47
"2021-11-09","C00VW4SYQ0","7.77",10,569
"2021-11-09","C00VW4SYQ0","0.39",1,342
"2021-11-09","C00VW4SYQ0","12.53",19,1710
"2021-11-10","C00VW4SYQ0","17.16",30,2600
"2021-11-10","C00VW4SYQ0","8.21",11,494
"2021-11-10","C00VW4SYQ0","0.29",1,262
"2021-11-10","C00VW4SYQ0","11.10",19,2199
"2021-11-11","C00VW4SYQ0","31.31",50,2812
"2021-11-11","C00VW4SYQ0","3.44",3,90
"2021-11-11","C00VW4SYQ0","12.41",19,1747
"2021-11-11","C00VW4SYQ0","0.33",1,377
"2021-11-11","C00VW4SYQ0","16.02",27,3144
"2021-11-12","C00VW4SYQ0","19.70",41,2048
"2021-11-12","C00VW4SYQ0","2.56",2,71
"2021-11-12","C00VW4SYQ0","2.24",6,729
"2021-11-12","C00VW4SYQ0","0.47",2,184
"2021-11-12","C00VW4SYQ0","11.38",19,1829
"2021-11-13","C00VW4SYQ0","14.99",28,1598
"2021-11-13","C00VW4SYQ0","5.22",7,721
"2021-11-13","C00VW4SYQ0","0.28",1,213
"2021-11-13","C00VW4SYQ0","8.98",16,1772
"2021-11-14","C00VW4SYQ0","20.93",46,2240
"2021-11-14","C00VW4SYQ0","1.31",2,70
"2021-11-14","C00VW4SYQ0","10.94",14,682
"2021-11-14","C00VW4SYQ0","0.21",1,286
"2021-11-14","C00VW4SYQ0","9.14",16,1983
"2021-11-15","C00VW4SYQ0","13.95",32,1897
"2021-11-15","C00VW4SYQ0","1.83",2,115
"2021-11-15","C00VW4SYQ0","7.16",20,646
"2021-11-15","C00VW4SYQ0","0.51",2,159
"2021-11-15","C00VW4SYQ0","8.18",14,1576
"2021-11-16","C00VW4SYQ0","5.19",14,1439
"2021-11-16","C00VW4SYQ0","2.85",3,39
"2021-11-16","C00VW4SYQ0","7.03",13,673
"2021-11-16","C00VW4SYQ0","5.67",12,953
"2021-11-17","C00VW4SYQ0","18.10",37,1930
"2021-11-17","C00VW4SYQ0","2.31",2,44
"2021-11-17","C00VW4SYQ0","6.41",17,672
"2021-11-17","C00VW4SYQ0","0.23",1,143
"2021-11-17","C00VW4SYQ0","6.34",10,1314
"2021-11-18","C00VW4SYQ0","10.00",20,1487
"2021-11-18","C00VW4SYQ0","1.03",1,76
"2021-11-18","C00VW4SYQ0","5.78",18,704
"2021-11-18","C00VW4SYQ0","0.50",2,125
"2021-11-18","C00VW4SYQ0","5.20",10,1093
"2021-11-19","C00VW4SYQ0","26.95",42,1871
"2021-11-19","C00VW4SYQ0","2.31",3,229
"2021-11-19","C00VW4SYQ0","8.54",13,811
"2021-11-19","C00VW4SYQ0","0.17",1,145
"2021-11-19","C00VW4SYQ0","10.29",20,1645
"2021-11-20","C00VW4SYQ0","18.64",32,1845
"2021-11-20","C00VW4SYQ0","4.15",3,30
"2021-11-20","C00VW4SYQ0","7.02",12,620
"2021-11-20","C00VW4SYQ0","0.53",3,196
"2021-11-20","C00VW4SYQ0","4.88",10,1407
"2021-11-21","C00VW4SYQ0","17.75",44,2238
"2021-11-21","C00VW4SYQ0","1.00",1,94
"2021-11-21","C00VW4SYQ0","5.14",8,638
"2021-11-21","C00VW4SYQ0","0.23",1,205
"2021-11-21","C00VW4SYQ0","7.88",15,1765
"2021-11-22","C00VW4SYQ0","11.76",25,2325
"2021-11-22","C00VW4SYQ0","1.14",1,84
"2021-11-22","C00VW4SYQ0","15.63",36,945
"2021-11-22","C00VW4SYQ0","0.26",1,161
"2021-11-22","C00VW4SYQ0","8.42",19,1701
"2021-11-23","C00VW4SYQ0","11.22",21,2128
"2021-11-23","C00VW4SYQ0","6.82",12,1086
"2021-11-23","C00VW4SYQ0","7.12",16,1668
"2021-11-24","C00VW4SYQ0","36.12",49,2980
"2021-11-24","C00VW4SYQ0","4.20",4,195
"2021-11-24","C00VW4SYQ0","12.60",16,1447
"2021-11-24","C00VW4SYQ0","7.04",12,2175
"2021-11-25","C00VW4SYQ0","45.99",52,3856
"2021-11-25","C00VW4SYQ0","0.93",1,169
"2021-11-25","C00VW4SYQ0","17.80",21,2881
"2021-11-25","C00VW4SYQ0","0.88",2,473
"2021-11-25","C00VW4SYQ0","19.22",25,3439
"2021-11-26","C00VW4SYQ0","58.24",61,5325
"2021-11-26","C00VW4SYQ0","5.54",3,235
"2021-11-26","C00VW4SYQ0","19.46",28,2953
"2021-11-26","C00VW4SYQ0","0.36",1,429
"2021-11-26","C00VW4SYQ0","12.78",17,2679
"2021-11-27","C00VW4SYQ0","20.06",23,1761
"2021-11-27","C00VW4SYQ0","4.03",5,304
"2021-11-27","C00VW4SYQ0","16.60",23,1169
"2021-11-27","C00VW4SYQ0","0.97",3,276
"2021-11-27","C00VW4SYQ0","9.65",12,2299
"2021-11-28","C00VW4SYQ0","29.07",43,2820
"2021-11-28","C00VW4SYQ0","5.18",4,287
"2021-11-28","C00VW4SYQ0","6.95",7,481
"2021-11-28","C00VW4SYQ0","10.88",17,2346
"2021-11-29","C00VW4SYQ0","15.60",26,1262
"2021-11-29","C00VW4SYQ0","12.45",10,470
"2021-11-29","C00VW4SYQ0","12.42",18,864
"2021-11-29","C00VW4SYQ0","0.58",2,101
"2021-11-29","C00VW4SYQ0","8.38",13,2175
"2021-11-30","C00VW4SYQ0","2.37",4,897
"2021-11-30","C00VW4SYQ0","3.83",2,341
"2021-11-30","C00VW4SYQ0","3.74",6,368
"2021-11-30","C00VW4SYQ0","5.67",9,1990
"2021-12-01","C00VW4SYQ0","10.61",21,1774
"2021-12-01","C00VW4SYQ0","6.33",12,1123
"2021-12-01","C00VW4SYQ0","0.18",1,115
"2021-12-01","C00VW4SYQ0","6.87",13,3521
"2021-12-02","C00VW4SYQ0","7.23",12,1302
"2021-12-02","C00VW4SYQ0","0.27",1,34
"2021-12-02","C00VW4SYQ0","5.37",9,1064
"2021-12-02","C00VW4SYQ0","5.40",12,1928
"2021-12-03","C00VW4SYQ0","14.17",27,1891
"2021-12-03","C00VW4SYQ0","3.18",6,581
"2021-12-03","C00VW4SYQ0","0.20",1,79
"2021-12-03","C00VW4SYQ0","3.20",7,1017
"2021-12-04","C00VW4SYQ0","18.00",31,2040
"2021-12-04","C00VW4SYQ0","1.60",4,425
"2021-12-04","C00VW4SYQ0","4.70",11,1181
"2021-12-05","C00VW4SYQ0","26.97",55,2357
"2021-12-05","C00VW4SYQ0","1.90",5,781
"2021-12-05","C00VW4SYQ0","1.83",5,1517
"2021-12-06","C00VW4SYQ0","29.36",60,2626
"2021-12-06","C00VW4SYQ0","0.38",1,13
"2021-12-06","C00VW4SYQ0","3.96",10,715
"2021-12-06","C00VW4SYQ0","0.21",1,103
"2021-12-06","C00VW4SYQ0","4.66",11,1551
"2021-12-07","C00VW4SYQ0","27.33",48,2725
"2021-12-07","C00VW4SYQ0","1.42",1,20
"2021-12-07","C00VW4SYQ0","3.09",7,646
"2021-12-07","C00VW4SYQ0","0.44",2,148
"2021-12-07","C00VW4SYQ0","6.42",15,1932
"2021-12-08","C00VW4SYQ0","30.78",47,2942
"2021-12-08","C00VW4SYQ0","1.32",1,3
"2021-12-08","C00VW4SYQ0","8.36",13,1106
"2021-12-08","C00VW4SYQ0","1.11",5,317
"2021-12-08","C00VW4SYQ0","7.27",15,1806
"2021-12-09","C00VW4SYQ0","41.61",46,3973
"2021-12-09","C00VW4SYQ0","1.49",1,1
"2021-12-09","C00VW4SYQ0","16.94",26,4374
"2021-12-09","C00VW4SYQ0","2.04",5,758
"2021-12-09","C00VW4SYQ0","21.03",31,4160
"2021-12-10","C00VW4SYQ0","55.50",67,3266
"2021-12-10","C00VW4SYQ0","25.80",37,4671
"2021-12-10","C00VW4SYQ0","25.55",42,4232
"2021-12-11","C00VW4SYQ0","32.16",49,3545
"2021-12-11","C00VW4SYQ0","17.32",29,3793
"2021-12-11","C00VW4SYQ0","1.03",3,442
"2021-12-11","C00VW4SYQ0","16.39",26,3689
"2021-12-12","C00VW4SYQ0","63.26",69,4445
"2021-12-12","C00VW4SYQ0","22.14",32,5482
"2021-12-12","C00VW4SYQ0","1.30",4,654
"2021-12-12","C00VW4SYQ0","31.84",44,5625
"2021-12-13","C00VW4SYQ0","33.68",52,3308
"2021-12-13","C00VW4SYQ0","11.07",21,3746
"2021-12-13","C00VW4SYQ0","1.16",4,369
"2021-12-13","C00VW4SYQ0","18.61",33,3424
"2021-12-14","C00VW4SYQ0","24.83",36,2622
"2021-12-14","C00VW4SYQ0","9.78",21,2010
"2021-12-14","C00VW4SYQ0","10.45",20,3007
"2021-12-15","C00VW4SYQ0","4.67",9,746
"2021-12-15","C00VW4SYQ0","1.14",1,12
"2021-12-15","C00VW4SYQ0","0.35",1,250
"2021-12-15","C00VW4SYQ0","1.60",3,532
"2021-12-16","C00VW4SYQ0","5.76",14,572
"2021-12-16","C00VW4SYQ0","1.08",1,1
"2021-12-16","C00VW4SYQ0","2.39",8,613
"2021-12-17","C00VW4SYQ0","1.52",1,33
"2021-12-17","C00VW4SYQ0","0.69",2,118
"2021-12-18","C00VW4SYQ0","3.35",13,236
"2021-12-18","C00VW4SYQ0","0.79",2,101
"2021-12-18","C00VW4SYQ0","0.08",1,32
"2021-12-19","C00VW4SYQ0","5.26",31,581
"2021-12-19","C00VW4SYQ0","0.99",1,13
"2021-12-19","C00VW4SYQ0","2.55",10,235
"2021-12-19","C00VW4SYQ0","0.46",2,304
"2021-12-20","C00VW4SYQ0","6.36",24,778
"2021-12-20","C00VW4SYQ0","1.19",1,22
"2021-12-20","C00VW4SYQ0","1.20",6,237
"2021-12-20","C00VW4SYQ0","0.14",1,98
"2021-12-20","C00VW4SYQ0","2.83",8,638
"2021-12-21","C00VW4SYQ0","5.32",17,837
