"Date","ASIN","Product Title","Ordered Revenue","Ordered Units","Glance Views","Conversion Rate"
"2021-09-10","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","47.75",5,81,"0.07"
"2021-09-11","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","28.65",3,140,"0.04"
"2021-09-12","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","95.51",10,123,"0.05"
"2021-09-13","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","66.85",6,138,"0.06"
"2021-09-14","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","57.30",6,120,"0.05"
"2021-09-15","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","47.75",5,101,"0.02"
"2021-09-16","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","19.10",2,175,"0.02"
"2021-09-17","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","57.30",6,139,"0.03"
"2021-09-18","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","19.10",2,95,"0.02"
"2021-09-19","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","19.10",2,128,"0.02"
"2021-09-20","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","38.20",4,111,"0.03"
"2021-09-21","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","28.65",3,91,"0.02"
"2021-09-22","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","38.20",4,111,"0.07"
"2021-09-23","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","28.65",3,85,"0.04"
"2021-09-24","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","28.65",3,99,"0.02"
"2021-09-25","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","82.58",9,105,"0.10"
"2021-09-26","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","65.73",7,140,"0.06"
"2021-09-27","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","37.08",4,126,"0.04"
"2021-09-28","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","84.83",9,125,"0.03"
"2021-09-29","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","37.08",4,123,"0.07"
"2021-09-30","C00VW4SYQ0","Korean BB Cream Baby Skin Effect SPF20 - Clair, 15 ml","66.85",7,110,"0.06"
"2021-08-01","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,21,"0.00"
"2021-08-02","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,0,NULL
"2021-08-03","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","40.65",2,12,"0.17"
"2021-08-04","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,0,"0.00"
"2021-08-07","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,1,"1.00"
"2021-08-08","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","21.35",1,2,"0.50"
"2021-08-09","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","42.70",2,4,"0.25"
"2021-08-10","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,12,"0.17"
"2021-08-11","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","21.35",1,10,"0.10"
"2021-08-12","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","42.70",2,4,"0.25"
"2021-08-13","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,10,"0.00"
"2021-08-14","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,0,NULL
"2021-08-17","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","21.35",1,5,"0.00"
"2021-08-18","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","21.35",1,13,"0.08"
"2021-08-19","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,0,"0.00"
"2021-08-20","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,0,"0.00"
"2021-08-23","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,13,"0.00"
"2021-08-24","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,0,NULL
"2021-08-25","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,6,"0.00"
"2021-08-26","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,6,"0.17"
"2021-08-27","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","21.35",1,6,"0.00"
"2021-08-28","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,0,"0.00"
"2021-09-02","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,0,NULL
"2021-09-03","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,0,"0.00"
"2021-09-04","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,12,"0.00"
"2021-09-05","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","21.35",1,19,"0.05"
"2021-09-06","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,17,"0.06"
"2021-09-07","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","21.35",1,14,"0.00"
"2021-09-08","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","21.35",1,13,"0.08"
"2021-09-09","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,0,"0.00"
"2021-09-11","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,0,NULL
"2021-09-12","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,0,"0.00"
"2021-09-14","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,0,NULL
"2021-09-15","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,0,"0.00"
"2021-09-16","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,28,"0.11"
"2021-09-17","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","83.35",4,13,"0.08"
"2021-09-18","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,0,"0.00"
"2021-09-19","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,0,NULL
"2021-09-20","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","21.35",1,26,"0.04"
"2021-09-21","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,0,"0.00"
"2021-09-22","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","21.35",1,9,"0.11"
"2021-09-23","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,10,"0.00"
"2021-09-24","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,11,"0.09"
"2021-09-25","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,7,"0.00"
"2021-09-26","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,0,NULL
"2021-09-27","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,14,"0.00"
"2021-09-28","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,0,NULL
"2021-09-29","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","0.00",0,18,"0.11"
"2021-09-30","C00WLNSX8U","Erb Korean BB Cream Baby Skin Effect SPF20, Doré, 45 ml","42.70",2,8,"0.00"
"2021-08-30","C00WNYPKRY","Erb Green Tea Konjac Gentle Exfoliating Sponge","0.00",0,0,NULL
"2021-09-02","C00WNYPKRY","Erb Green Tea Konjac Gentle Exfoliating Sponge","0.00",0,0,"0.00"
"2021-09-03","C00WNYPKRY","Erb Green Tea Konjac Gentle Exfoliating Sponge","0.00",0,0,NULL
"2021-09-05","C00WNYPKRY","Erb Green Tea Konjac Gentle Exfoliating Sponge","0.00",0,0,NULL
"2021-08-01","C00WNYPMRC","Erb - Solid Cleansing Oil - 2-In-1 Make-Up Remover and Face Cleansing Balm - 80g","0.00",0,0,"0.00"
"2021-08-20","C00WNYPMRC","Erb - Solid Cleansing Oil - 2-In-1 Make-Up Remover and Face Cleansing Balm - 80g","0.00",0,0,NULL
"2021-08-21","C00WNYPMRC","Erb - Solid Cleansing Oil - 2-In-1 Make-Up Remover and Face Cleansing Balm - 80g","0.00",0,0,"0.00"
"2021-08-23","C00WNYPMRC","Erb - Solid Cleansing Oil - 2-In-1 Make-Up Remover and Face Cleansing Balm - 80g","0.00",0,0,NULL
"2021-08-24","C00WNYPMRC","Erb - Solid Cleansing Oil - 2-In-1 Make-Up Remover and Face Cleansing Balm - 80g","0.00",0,0,NULL
"2021-09-03","C00WNYPMRC","Erb - Solid Cleansing Oil - 2-In-1 Make-Up Remover and Face Cleansing Balm - 80g","0.00",0,0,NULL
"2021-09-04","C00WNYPMRC","Erb - Solid Cleansing Oil - 2-In-1 Make-Up Remover and Face Cleansing Balm - 80g","0.00",0,0,NULL
"2021-09-05","C00WNYPMRC","Erb - Solid Cleansing Oil - 2-In-1 Make-Up Remover and Face Cleansing Balm - 80g","0.00",0,0,"0.00"
"2021-09-10","C00WNYPMRC","Erb - Solid Cleansing Oil - 2-In-1 Make-Up Remover and Face Cleansing Balm - 80g","0.00",0,0,NULL
"2021-09-11","C00WNYPMRC","Erb - Solid Cleansing Oil - 2-In-1 Make-Up Remover and Face Cleansing Balm - 80g","0.00",0,0,"0.00"
"2021-09-14","C00WNYPMRC","Erb - Solid Cleansing Oil - 2-In-1 Make-Up Remover and Face Cleansing Balm - 80g","0.00",0,0,NULL
"2021-09-15","C00WNYPMRC","Erb - Solid Cleansing Oil - 2-In-1 Make-Up Remover and Face Cleansing Balm - 80g","0.00",0,0,"0.00"
"2021-09-17","C00WNYPMRC","Erb - Solid Cleansing Oil - 2-In-1 Make-Up Remover and Face Cleansing Balm - 80g","0.00",0,0,NULL
"2021-09-18","C00WNYPMRC","Erb - Solid Cleansing Oil - 2-In-1 Make-Up Remover and Face Cleansing Balm - 80g","0.00",0,0,"0.00"
"2021-09-19","C00WNYPMRC","Erb - Solid Cleansing Oil - 2-In-1 Make-Up Remover and Face Cleansing Balm - 80g","0.00",0,0,NULL
"2021-09-22","C00WNYPMRC","Erb - Solid Cleansing Oil - 2-In-1 Make-Up Remover and Face Cleansing Balm - 80g","0.00",0,0,NULL
"2021-09-23","C00WNYPMRC","Erb - Solid Cleansing Oil - 2-In-1 Make-Up Remover and Face Cleansing Balm - 80g","0.00",0,0,NULL
"2021-08-01","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","87.64",4,52,"0.10"
"2021-08-02","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","109.55",5,29,"0.07"
"2021-08-03","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","109.55",5,52,"0.10"
"2021-08-04","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","43.82",2,51,"0.12"
"2021-08-05","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","131.46",6,41,"0.10"
"2021-08-06","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","131.46",6,32,"0.19"
"2021-08-07","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","87.64",4,29,"0.10"
"2021-08-08","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","131.46",6,31,"0.26"
"2021-08-09","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","131.46",6,23,"0.17"
"2021-08-10","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","131.46",6,31,"0.13"
"2021-08-11","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","197.19",9,24,"0.25"
"2021-08-12","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","43.82",2,31,"0.19"
"2021-08-13","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","197.19",9,31,"0.10"
"2021-08-14","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","109.55",5,25,"0.32"
"2021-08-15","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","109.55",5,23,"0.13"
"2021-08-16","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","43.82",2,39,"0.13"
"2021-08-17","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","197.19",9,34,"0.18"
"2021-08-18","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","43.82",2,39,"0.13"
"2021-08-19","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","65.73",3,25,"0.20"
"2021-08-20","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","153.37",7,25,"0.20"
"2021-08-21","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","43.82",2,23,"0.26"
"2021-08-22","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","175.28",8,25,"0.12"
"2021-08-23","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","87.64",4,23,"0.09"
"2021-08-24","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","131.46",6,37,"0.24"
"2021-08-25","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","65.73",3,34,"0.21"
"2021-08-26","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","175.28",8,35,"0.23"
"2021-08-27","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","241.01",11,41,"0.15"
"2021-08-28","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","109.55",5,41,"0.15"
"2021-08-29","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","65.73",3,22,"0.09"
"2021-08-30","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","153.37",7,31,"0.26"
"2021-08-31","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","87.64",4,45,"0.09"
"2021-09-01","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","241.01",11,24,"0.46"
"2021-09-02","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","109.55",5,24,"0.17"
"2021-09-03","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","65.73",3,30,"0.10"
"2021-09-04","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","65.73",3,22,"0.14"
"2021-09-05","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","153.37",7,35,"0.20"
"2021-09-06","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","65.73",3,25,"0.08"
"2021-09-07","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","87.64",4,25,"0.08"
"2021-09-08","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","21.91",1,30,"0.13"
"2021-09-09","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","109.55",5,17,"0.35"
"2021-09-10","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","153.37",7,27,"0.19"
"2021-09-11","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","87.64",4,26,"0.12"
"2021-09-12","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","65.73",3,21,"0.33"
"2021-09-13","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","175.28",8,28,"0.18"
"2021-09-14","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","65.73",3,21,"0.10"
"2021-09-15","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","65.73",3,24,"0.13"
"2021-09-16","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","87.64",4,36,"0.28"
"2021-09-17","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","153.37",7,33,"0.06"
"2021-09-18","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","87.64",4,34,"0.24"
"2021-09-19","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","175.28",8,38,"0.16"
"2021-09-20","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","175.28",8,39,"0.13"
"2021-09-21","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","87.64",4,22,"0.18"
"2021-09-22","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","87.64",4,19,"0.16"
"2021-09-23","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","65.73",3,18,"0.17"
"2021-09-24","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","109.55",5,35,"0.29"
"2021-09-25","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","131.46",6,27,"0.15"
"2021-09-26","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","109.55",5,31,"0.16"
"2021-09-27","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","109.55",5,35,"0.14"
"2021-09-28","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","131.46",6,29,"0.17"
"2021-09-29","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","65.73",3,29,"0.07"
"2021-09-30","C00WPABW5A","Korean CC Cream Skin Perfector SPF25 - Clair, 45 ml","65.73",3,24,"0.21"
"2021-08-02","C00ZRQX6B2","Erb Charcoal Konjac Gentle Exfoliating Sponge","0.00",0,0,NULL
"2021-08-07","C00ZRQX6B2","Erb Charcoal Konjac Gentle Exfoliating Sponge","0.00",0,1,"1.00"
"2021-08-08","C00ZRQX6B2","Erb Charcoal Konjac Gentle Exfoliating Sponge","0.00",0,0,NULL
"2021-08-13","C00ZRQX6B2","Erb Charcoal Konjac Gentle Exfoliating Sponge","0.00",0,0,"0.00"
"2021-08-14","C00ZRQX6B2","Erb Charcoal Konjac Gentle Exfoliating Sponge","0.00",0,1,"-1.00"
"2021-08-15","C00ZRQX6B2","Erb Charcoal Konjac Gentle Exfoliating Sponge","0.00",0,0,NULL
"2021-08-16","C00ZRQX6B2","Erb Charcoal Konjac Gentle Exfoliating Sponge","0.00",0,0,NULL
"2021-08-17","C00ZRQX6B2","Erb Charcoal Konjac Gentle Exfoliating Sponge","0.00",0,0,"0.00"
"2021-08-29","C00ZRQX6B2","Erb Charcoal Konjac Gentle Exfoliating Sponge","0.00",0,0,NULL
"2021-08-30","C00ZRQX6B2","Erb Charcoal Konjac Gentle Exfoliating Sponge","0.00",0,0,"0.00"
"2021-09-01","C00ZRQX6B2","Erb Charcoal Konjac Gentle Exfoliating Sponge","0.00",0,0,NULL
"2021-09-16","C00ZRQX6B2","Erb Charcoal Konjac Gentle Exfoliating Sponge","0.00",0,0,NULL
"2021-09-23","C00ZRQX6B2","Erb Charcoal Konjac Gentle Exfoliating Sponge","0.00",0,0,NULL
"2021-09-24","C00ZRQX6B2","Erb Charcoal Konjac Gentle Exfoliating Sponge","0.00",0,0,NULL
"2021-09-26","C00ZRQX6B2","Erb Charcoal Konjac Gentle Exfoliating Sponge","0.00",0,0,NULL
"2021-09-27","C00ZRQX6B2","Erb Charcoal Konjac Gentle Exfoliating Sponge","0.00",0,0,NULL
"2021-09-28","C00ZRQX6B2","Erb Charcoal Konjac Gentle Exfoliating Sponge","0.00",0,0,NULL
"2021-08-07","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,2,"0.50"
"2021-08-08","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,0,NULL
"2021-08-15","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,0,NULL
"2021-08-17","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,6,"0.17"
"2021-08-18","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","21.91",1,6,"0.00"
"2021-08-19","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,0,"0.00"
"2021-08-20","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","21.91",1,9,"0.11"
"2021-08-21","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,0,"0.00"
"2021-08-28","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,7,"0.14"
"2021-08-29","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,0,NULL
"2021-08-30","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,1,"0.00"
"2021-08-31","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,0,NULL
"2021-09-08","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","21.91",1,2,"0.50"
"2021-09-09","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,2,"0.00"
"2021-09-10","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,0,NULL
"2021-03-24","C08QXB9H3Q","Erb Pink Perfect Blur Stick","0.00",0,3,"0.33"
"2021-09-11","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,1,"0.00"
"2021-09-12","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,0,NULL
"2021-09-13","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,0,"0.00"
"2021-09-14","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,2,"0.50"
"2021-09-15","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","21.91",1,6,"0.00"
"2021-09-16","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,3,"0.00"
"2021-09-17","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,0,NULL
"2021-09-20","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,2,"0.50"
"2021-09-21","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","21.91",1,4,"0.00"
"2021-09-22","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,0,"0.00"
"2021-09-23","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,0,NULL
"2021-09-25","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,0,NULL
"2021-09-26","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,0,NULL
"2021-09-27","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,0,"0.00"
"2021-09-28","C0158P2ZFE","Bamboo Cream Frappée - Skin Reviving Fresh Gel - 50ml","0.00",0,0,NULL
"2021-08-01","C01BVVG2XK","Erb Bamboo Eye Contour Gel Matte-Effect, 15 ml 6AA10138","14.79",1,1,"0.00"
"2021-08-02","C01BVVG2XK","Erb Bamboo Eye Contour Gel Matte-Effect, 15 ml 6AA10138","0.00",0,0,"0.00"
"2021-08-03","C01BVVG2XK","Erb Bamboo Eye Contour Gel Matte-Effect, 15 ml 6AA10138","0.00",0,0,NULL
"2021-08-08","C01BVVG2XK","Erb Bamboo Eye Contour Gel Matte-Effect, 15 ml 6AA10138","0.00",0,0,NULL
"2021-08-09","C01BVVG2XK","Erb Bamboo Eye Contour Gel Matte-Effect, 15 ml 6AA10138","0.00",0,0,NULL
"2021-08-13","C01BVVG2XK","Erb Bamboo Eye Contour Gel Matte-Effect, 15 ml 6AA10138","0.00",0,1,"-1.00"
"2021-08-14","C01BVVG2XK","Erb Bamboo Eye Contour Gel Matte-Effect, 15 ml 6AA10138","0.00",0,0,NULL
"2021-08-15","C01BVVG2XK","Erb Bamboo Eye Contour Gel Matte-Effect, 15 ml 6AA10138","0.00",0,0,"0.00"
"2021-08-17","C01BVVG2XK","Erb Bamboo Eye Contour Gel Matte-Effect, 15 ml 6AA10138","0.00",0,0,NULL
"2021-08-18","C01BVVG2XK","Erb Bamboo Eye Contour Gel Matte-Effect, 15 ml 6AA10138","0.00",0,0,NULL
"2021-08-19","C01BVVG2XK","Erb Bamboo Eye Contour Gel Matte-Effect, 15 ml 6AA10138","0.00",0,0,NULL
"2021-08-22","C01BVVG2XK","Erb Bamboo Eye Contour Gel Matte-Effect, 15 ml 6AA10138","0.00",0,0,NULL
"2021-08-23","C01BVVG2XK","Erb Bamboo Eye Contour Gel Matte-Effect, 15 ml 6AA10138","14.98",1,1,"2.00"
"2021-08-24","C01BVVG2XK","Erb Bamboo Eye Contour Gel Matte-Effect, 15 ml 6AA10138","16.29",1,0,"0.00"
